panelid_2,Panel_PSU,Panel_Strata,Jun21_WeightBoost,Jun21_IntDate,Jun21_IntMode,ff_disact,Cur_GOR,cur_urbrurew,cur_urbrurs,Cur_Sex,Cur_RClassGp,Cur_AgeCat,Cur_HEdQual,Cur_RelStat5,Cur_HHSize5,Cur_HHChild,Cur_HHType,Cur_SubjInc,Cur_HHIncome4_21,Cur_HHIncome4_21_Imputed,Cur_HHIncomeEquiv4_21,Cur_HHIncomeEquiv4_21_Imputed,Cur_IdentClass,Cur_PartyID5,Cur_Ethnic6,Cur_IntUse3,Tenure,MortCost,RentCost,CvBedRoom,HomeProb01,HomeProb02,HomeProb03,HomeProb04,HomeProb05,HomeProb06,HomeProb07,HomeProb08,HomeProb09,HomeProb10,HomeProb11,HomeProb12,HomeProb13,HomeProb14,HomeProb15,HomeProb16,HomeProb17,HomeProb_Oth,NeighQual_CrimeSafety_q,NeighQual_TrafficSafety_q,NeighQual_FoodStores_q,NeighQual_AccessPubTrans_q,NeighQual_AccessSocCult_q,NeighQual_AccessRetail_q,NeighQual_AccessRec_q,NeighQual_EaseWalk_q,NeighQual_EaseCycle_q,NeighQual_OutdoorPlay_q,NeighQual_QualitySchools_q,NeighQual_NeighbourSoc_q,MovHom,EconActPreCov1,EconActPreCov2,EconActPreCov3,EconActPreCov4,EconActPreCov5,WorkTimePreCov,WFHPreCov,CommuteModePreCov,CommuteTimePreCov,FoodShopModePreCov,FoodTimePreCov,EconAct,WorkTime,WFH,CommuteMode,CommuteTime,FoodShopMode,FoodTime,Health
108068.0,11700491.0,7.0,0.2226209107499967,13842725442.0,Web,2.0,7.0,1.0,,1.0,1.0,6.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,11.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,10.0,7.0,,,,,6.0,10.0,2.0
103889.0,12002229.0,7.0,0.37635823913168487,13843041256.0,Web,3.0,7.0,1.0,,2.0,1.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,,2.0,,3.0,1.0,1.0,1.0,2.0,11.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,10.0,7.0,,,,,6.0,10.0,3.0
102743.0,11900035.0,1.0,1.5830586969380547,13842719357.0,Web,3.0,1.0,2.0,,2.0,5.0,6.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,11.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,10.0,7.0,,,,,6.0,10.0,2.0
118928.0,12000859.0,7.0,0.42701492200341845,13843517888.0,Web,2.0,7.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,,1.0,,1.0,1.0,2.0,4.0,1.0,11.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,30.0,3.0,1.0,30.0,9.0,5.0,3.0,35.0,1.0,,,9.0,5.0,3.0
106030.0,11800662.0,9.0,0.7791459504611673,13843496314.0,Web,2.0,5.0,1.0,,1.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,1.0,,4.0,,4.0,1.0,1.0,1.0,1.0,11.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,4.0,4.0,2.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,45.0,5.0,6.0,45.0,6.0,5.0,3.0,40.0,3.0,6.0,40.0,11.0,,2.0
113401.0,12001663.0,11.0,3.9854035015030576,13842733915.0,Web,3.0,11.0,,1.0,2.0,5.0,1.0,2.0,5.0,5.0,1.0,6.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,11.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,10.0,11.0,,3.0,22.0,5.0,9.0,10.0,11.0,,2.0
103361.0,11701744.0,7.0,0.0988849472943192,13843645945.0,Web,1.0,7.0,1.0,,1.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,,,,,1.0,,1.0,1.0,11.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,11.0,,6.0,,,,,11.0,,4.0
112901.0,11800439.0,4.0,2.1579256404565825,13843481193.0,Web,3.0,2.0,1.0,,2.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,10.0,,1000.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,5.0,1.0,90.0,9.0,90.0,3.0,37.0,5.0,9.0,30.0,9.0,90.0,4.0
117865.0,11801065.0,8.0,1.6383416957135744,13842708314.0,Web,3.0,8.0,1.0,,1.0,8.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,6.0,3.0,10.0,,1150.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,11.0,,9.0,,,,,3.0,60.0,1.0
117693.0,11802133.0,8.0,0.7844293856812654,13842701068.0,Web,3.0,8.0,1.0,,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,10.0,,550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,3.0,120.0,5.0,,,,,3.0,60.0,3.0
102304.0,11802270.0,11.0,1.7876003445915718,13843656287.0,Phone,2.0,11.0,,1.0,1.0,8.0,6.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,10.0,,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,60.0,7.0,,,,,6.0,60.0,2.0
108048.0,12001723.0,3.0,1.6475511058939785,13842701230.0,Web,1.0,3.0,2.0,,2.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,10.0,,600.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,9.0,120.0,2.0,,,,,2.0,60.0,2.0
114990.0,11801841.0,9.0,1.54216510724658,13844556770.0,Web,3.0,9.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,10.0,,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,,,6.0,60.0,6.0,45.0,3.0,40.0,5.0,6.0,30.0,6.0,45.0,2.0
103573.0,11502502.0,7.0,0.29050776334298495,13843933180.0,Web,3.0,7.0,1.0,,2.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,10.0,,880.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,5.0,1.0,45.0,8.0,10.0,5.0,,,,,8.0,45.0,2.0
101866.0,11800514.0,5.0,5.172296831920489,13843831056.0,Web,3.0,5.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,10.0,,900.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,3.0,1.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,9.0,30.0,6.0,20.0,3.0,37.0,1.0,,,6.0,40.0,1.0
103985.0,11801528.0,3.0,0.7482850452658713,13843046045.0,Web,3.0,3.0,2.0,,1.0,5.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,10.0,,650.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,5.0,6.0,25.0,6.0,35.0,3.0,16.0,5.0,6.0,30.0,6.0,35.0,1.0
119064.0,12001155.0,7.0,1.0838935091894473,13843044551.0,Web,3.0,7.0,1.0,,1.0,1.0,2.0,1.0,1.0,4.0,,4.0,5.0,,1.0,,1.0,2.0,2.0,4.0,2.0,10.0,,1300.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,3.0,2.0,4.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,3.0,30.0,5.0,,,,,3.0,35.0,3.0
111425.0,11800914.0,7.0,0.6541724878165504,13844364538.0,Web,3.0,7.0,1.0,,2.0,5.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,10.0,,900.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,72.0,5.0,1.0,70.0,3.0,30.0,3.0,48.0,5.0,1.0,60.0,3.0,30.0,3.0
112800.0,12000788.0,6.0,1.05176378105301,13842810704.0,Web,3.0,6.0,1.0,,1.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,10.0,,850.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,4.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,30.0,5.0,9.0,20.0,9.0,30.0,3.0,28.0,5.0,9.0,20.0,9.0,30.0,3.0
116588.0,11801668.0,4.0,0.38395120043268366,13843154620.0,Web,3.0,4.0,1.0,,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,10.0,,800.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,5.0,6.0,10.0,7.0,20.0,3.0,25.0,5.0,6.0,15.0,6.0,30.0,1.0
108961.0,11800966.0,7.0,3.6929797315330353,13843077841.0,Web,3.0,7.0,1.0,,2.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,10.0,,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,5.0,1.0,45.0,3.0,30.0,3.0,35.0,5.0,9.0,5.0,3.0,30.0,2.0
106531.0,12001538.0,7.0,0.36554337827172656,13842792117.0,Web,3.0,7.0,1.0,,2.0,1.0,4.0,1.0,5.0,2.0,2.0,3.0,1.0,,4.0,,4.0,3.0,3.0,1.0,2.0,10.0,,1000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,36.0,5.0,1.0,50.0,9.0,30.0,3.0,36.0,1.0,,,9.0,30.0,2.0
107499.0,11801609.0,3.0,0.3854275020577964,13843316507.0,Web,1.0,3.0,1.0,,1.0,4.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,10.0,,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,9.0,30.0,7.0,,,,,9.0,30.0,4.0
100981.0,11701800.0,7.0,0.2658720912720154,13843053473.0,Web,1.0,7.0,1.0,,1.0,8.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,10.0,,600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,9.0,25.0,8.0,,,,,9.0,30.0,4.0
111349.0,11900526.0,5.0,2.3496618954790707,13843525230.0,Web,3.0,5.0,1.0,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,10.0,,575.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,2.0,60.0,11.0,,3.0,37.0,1.0,,,6.0,30.0,3.0
118650.0,11900789.0,7.0,0.48230278659513975,13842778507.0,Web,3.0,7.0,1.0,,2.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0,,1800.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,2.0,45.0,3.0,30.0,3.0,40.0,1.0,,,3.0,30.0,1.0
106092.0,12001155.0,7.0,0.6785986618864377,13843044857.0,Web,2.0,7.0,1.0,,2.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,5.0,,1.0,,1.0,2.0,1.0,4.0,1.0,10.0,,1300.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,4.0,1.0,40.0,3.0,30.0,8.0,,,,,3.0,30.0,2.0
108230.0,11802353.0,2.0,1.5817682988406245,13844007370.0,Web,1.0,2.0,1.0,,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,,640.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,3.0,120.0,6.0,,,,,7.0,30.0,3.0
100945.0,11901067.0,8.0,0.31548759633222495,13844459618.0,Web,1.0,8.0,1.0,,2.0,3.0,6.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,10.0,,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,7.0,15.0,7.0,,,,,9.0,30.0,4.0
105870.0,11901432.0,2.0,0.6813632772528817,13842715290.0,Web,3.0,2.0,1.0,,1.0,1.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,10.0,,950.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,30.0,8.0,,,,,6.0,30.0,2.0
